ignore	id	layer	type	porosity
81x81 uint16	'B10_sp3'	232	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	232	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	232	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	232	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	232	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	232	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	232	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	232	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	232	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	232	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	232	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	232	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	232	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	232	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	232	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	232	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	232	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	232	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	232	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	232	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	232	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	232	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	232	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	232	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	232	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	232	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	232	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	232	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	232	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	232	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	232	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	232	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	232	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	232	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	232	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	232	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	232	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	232	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	232	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	232	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	232	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	232	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	232	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	232	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	232	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	232	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	232	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	232	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	232	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	232	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	232	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	232	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp6'	232	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	233	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	233	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	233	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	233	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	233	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	233	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	233	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	233	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	233	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	233	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	233	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	233	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	233	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	233	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	233	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	233	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	233	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	233	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	233	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	233	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	233	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	233	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	233	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	233	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	233	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	233	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	233	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	233	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	233	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	233	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	233	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	233	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	233	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	233	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	233	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	233	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	233	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	233	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	233	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	233	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	233	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	233	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	233	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	233	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	233	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	233	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	233	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	233	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	233	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	233	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	233	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	233	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	233	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	233	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	233	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	233	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	233	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	233	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	233	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	233	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	233	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	233	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	233	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp6'	233	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B17_80mi_sp1'	233	"Lack of fusion"	5.61000000000000
81x81 uint16	'B17_80mi_sp2'	233	"Lack of fusion"	11.7000000000000
81x81 uint16	'B17_80mi_sp3'	233	"Keyhole porosity"	6.79000000000000
81x81 uint16	'B17_80mi_sp4'	233	"Keyhole porosity"	2.19000000000000
81x81 uint16	'B17_80mi_sp5'	233	"Keyhole porosity"	4.50000000000000
81x81 uint16	'B17_80mi_sp6'	233	"Keyhole porosity"	3.19000000000000
81x81 uint16	'B10_sp1'	234	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	234	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	234	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	234	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	234	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	234	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	234	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	234	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	234	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	234	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	234	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	234	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	234	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	234	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	234	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	234	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	234	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	234	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	234	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	234	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	234	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	234	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	234	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	234	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	234	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	234	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	234	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	234	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	234	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	234	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	234	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	234	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	234	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	234	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	234	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	234	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	234	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	234	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	234	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	234	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	234	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	234	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	234	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	234	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	234	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	234	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	234	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	234	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	234	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	234	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	234	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	234	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	234	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	234	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	234	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	234	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	234	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	234	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	234	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	234	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	234	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	234	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	234	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp6'	234	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	235	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	235	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	235	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	235	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	235	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	235	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	235	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	235	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	235	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	235	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	235	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	235	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	235	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	235	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	235	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	235	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	235	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	235	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	235	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	235	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	235	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	235	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	235	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	235	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	235	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	235	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	235	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	235	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	235	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	235	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	235	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	235	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	235	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	235	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	235	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	235	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	235	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	235	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	235	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	235	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	235	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	235	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	235	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	235	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	235	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	235	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	235	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	235	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	235	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	235	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	235	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	235	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	235	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	235	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	235	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	235	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	235	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	235	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	235	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	235	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	235	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	235	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	235	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp6'	235	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B17_80mi_sp1'	235	"Lack of fusion"	5.61000000000000
81x81 uint16	'B17_80mi_sp2'	235	"Lack of fusion"	11.7000000000000
81x81 uint16	'B17_80mi_sp3'	235	"Keyhole porosity"	6.79000000000000
81x81 uint16	'B17_80mi_sp4'	235	"Keyhole porosity"	2.19000000000000
81x81 uint16	'B17_80mi_sp5'	235	"Keyhole porosity"	4.50000000000000
81x81 uint16	'B17_80mi_sp6'	235	"Keyhole porosity"	3.19000000000000
81x81 uint16	'B10_sp1'	236	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	236	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	236	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	236	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	236	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	236	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	236	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	236	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	236	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	236	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	236	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	236	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	236	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	236	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	236	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	236	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	236	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	236	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	236	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	236	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	236	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	236	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	236	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	236	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	236	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	236	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	236	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	236	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	236	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	236	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	236	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	236	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	236	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	236	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	236	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	236	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	236	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	236	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	236	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	236	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	236	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	236	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	236	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	236	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	236	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	236	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	236	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	236	"Lack of fusion"	35.1000000000000
81x81 uint16	'B14_sp4'	236	"Lack of fusion"	45.4000000000000
81x81 uint16	'B14_sp5'	236	"Lack of fusion"	50
81x81 uint16	'B14_sp6'	236	"Lack of fusion"	50
81x81 uint16	'B14_sp7'	236	"Keyhole porosity"	0.110000000000000
81x81 uint16	'B14_sp8'	236	"Lack of fusion"	0.310000000000000
81x81 uint16	'B14_sp9'	236	"Lack of fusion"	6.90000000000000
81x81 uint16	'B16_20mi_sp1'	236	"Keyhole porosity"	0.390000000000000
81x81 uint16	'B16_20mi_sp2'	236	"Residual porosity"	0.0100000000000000
81x81 uint16	'B16_20mi_sp3'	236	"Keyhole porosity"	4.47000000000000
81x81 uint16	'B16_20mi_sp4'	236	"Keyhole porosity"	2.55000000000000
81x81 uint16	'B16_20mi_sp5'	236	"Keyhole porosity"	2.34000000000000
81x81 uint16	'B17_40mi_sp1'	236	"Keyhole porosity"	0.140000000000000
81x81 uint16	'B17_40mi_sp2'	236	"Lack of fusion"	0.760000000000000
81x81 uint16	'B17_40mi_sp3'	236	"Keyhole porosity"	5.12000000000000
81x81 uint16	'B17_40mi_sp4'	236	"Keyhole porosity"	2.77000000000000
81x81 uint16	'B17_40mi_sp6'	236	"Keyhole porosity"	3.50000000000000
81x81 uint16	'B10_sp1'	237	"Lack of fusion"	0.310000000000000
81x81 uint16	'B10_sp10'	237	"Lack of fusion"	0.190000000000000
81x81 uint16	'B10_sp11'	237	"Lack of fusion"	0.630000000000000
81x81 uint16	'B10_sp12'	237	"Lack of fusion"	1.27000000000000
81x81 uint16	'B10_sp13'	237	"Keyhole porosity"	0.440000000000000
81x81 uint16	'B10_sp14'	237	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp15'	237	"Residual porosity"	0.00500000000000000
81x81 uint16	'B10_sp16'	237	"Residual porosity"	0.0200000000000000
81x81 uint16	'B10_sp17'	237	"Lack of fusion"	0.100000000000000
81x81 uint16	'B10_sp18'	237	"Lack of fusion"	0.140000000000000
81x81 uint16	'B10_sp2'	237	"Lack of fusion"	1.41000000000000
81x81 uint16	'B10_sp3'	237	"Lack of fusion"	5.48000000000000
81x81 uint16	'B10_sp4'	237	"Lack of fusion"	7.97000000000000
81x81 uint16	'B10_sp5'	237	"Lack of fusion"	11.6000000000000
81x81 uint16	'B10_sp6'	237	"Lack of fusion"	14.2000000000000
81x81 uint16	'B10_sp7'	237	"Keyhole porosity"	0.0300000000000000
81x81 uint16	'B10_sp8'	237	"Residual porosity"	0.0100000000000000
81x81 uint16	'B10_sp9'	237	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp1'	237	"Lack of fusion"	0.780000000000000
81x81 uint16	'B11_sp10'	237	"Lack of fusion"	0.440000000000000
81x81 uint16	'B11_sp11'	237	"Lack of fusion"	1.67000000000000
81x81 uint16	'B11_sp12'	237	"Lack of fusion"	4.51000000000000
81x81 uint16	'B11_sp13'	237	"Keyhole porosity"	0.300000000000000
81x81 uint16	'B11_sp14'	237	"Residual porosity"	0.00500000000000000
81x81 uint16	'B11_sp15'	237	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp16'	237	"Lack of fusion"	0.0400000000000000
81x81 uint16	'B11_sp17'	237	"Lack of fusion"	0.120000000000000
81x81 uint16	'B11_sp18'	237	"Lack of fusion"	0.260000000000000
81x81 uint16	'B11_sp2'	237	"Lack of fusion"	5.95000000000000
81x81 uint16	'B11_sp3'	237	"Lack of fusion"	14.3000000000000
81x81 uint16	'B11_sp4'	237	"Lack of fusion"	19.4000000000000
81x81 uint16	'B11_sp5'	237	"Lack of fusion"	27.3000000000000
81x81 uint16	'B11_sp6'	237	"Lack of fusion"	32.1000000000000
81x81 uint16	'B11_sp7'	237	"Keyhole porosity"	0.0200000000000000
81x81 uint16	'B11_sp8'	237	"Residual porosity"	0.0100000000000000
81x81 uint16	'B11_sp9'	237	"Lack of fusion"	0.0900000000000000
81x81 uint16	'B14_sp1'	237	"Lack of fusion"	16.5000000000000
81x81 uint16	'B14_sp10'	237	"Lack of fusion"	12.1000000000000
81x81 uint16	'B14_sp11'	237	"Lack of fusion"	18.8000000000000
81x81 uint16	'B14_sp12'	237	"Lack of fusion"	25.6000000000000
81x81 uint16	'B14_sp13'	237	"Keyhole porosity"	0.350000000000000
81x81 uint16	'B14_sp14'	237	"Residual porosity"	0.0100000000000000
81x81 uint16	'B14_sp15'	237	"Residual porosity"	0.0300000000000000
81x81 uint16	'B14_sp16'	237	"Lack of fusion"	0.0600000000000000
81x81 uint16	'B14_sp17'	237	"Lack of fusion"	0.390000000000000
81x81 uint16	'B14_sp18'	237	"Lack of fusion"	2.53000000000000
81x81 uint16	'B14_sp2'	237	"Lack of fusion"	26.8000000000000
81x81 uint16	'B14_sp3'	237	"Lack of fusion"	35.1000000000000
